day,hours,price
05.05.2019,H20,40.57
05.05.2019,H21,43.41
05.05.2019,H22,44.17
05.05.2019,H23,43.42
05.05.2019,H24,38.99
06.05.2019,H1,30.92
06.05.2019,H2,27.99
06.05.2019,H3,29.23
06.05.2019,H4,30.18
06.05.2019,H5,30.84
06.05.2019,H6,35.82
06.05.2019,H7,46.39
06.05.2019,H8,55.93
06.05.2019,H9,56.05
06.05.2019,H10,56.61
06.05.2019,H11,55.97
06.05.2019,H12,54.17
06.05.2019,H13,52.03
06.05.2019,H14,49.95
06.05.2019,H15,48.15
06.05.2019,H16,43.02
06.05.2019,H17,42.04
06.05.2019,H18,43.50
06.05.2019,H19,46.68
06.05.2019,H20,50.45
06.05.2019,H21,54.31
06.05.2019,H22,49.89
06.05.2019,H23,50.09
06.05.2019,H24,42.26
07.05.2019,H1,38.59
07.05.2019,H2,36.25
07.05.2019,H3,34.97
07.05.2019,H4,34.43
07.05.2019,H5,34.97
07.05.2019,H6,37.64
07.05.2019,H7,48.35
07.05.2019,H8,56.20
07.05.2019,H9,56.96
07.05.2019,H10,54.74
07.05.2019,H11,52.57
07.05.2019,H12,51.20
07.05.2019,H13,50.80
07.05.2019,H14,50.19
07.05.2019,H15,47.20
07.05.2019,H16,46.29
07.05.2019,H17,47.28
07.05.2019,H18,49.18
07.05.2019,H19,53.36
07.05.2019,H20,63.93
07.05.2019,H21,75.02
07.05.2019,H22,59.18
07.05.2019,H23,53.77
07.05.2019,H24,46.31
08.05.2019,H1,42.00
08.05.2019,H2,39.01
08.05.2019,H3,37.51
08.05.2019,H4,35.95
08.05.2019,H5,35.08
08.05.2019,H6,38.87
08.05.2019,H7,43.91
08.05.2019,H8,52.44
08.05.2019,H9,52.82
08.05.2019,H10,49.26
08.05.2019,H11,46.97
08.05.2019,H12,44.65
08.05.2019,H13,43.94
08.05.2019,H14,41.62
08.05.2019,H15,38.63
08.05.2019,H16,37.55
08.05.2019,H17,39.54
08.05.2019,H18,41.50
08.05.2019,H19,48.07
08.05.2019,H20,69.19
08.05.2019,H21,74.53
08.05.2019,H22,62.46
08.05.2019,H23,55.02
08.05.2019,H24,37.64
09.05.2019,H1,33.42
09.05.2019,H2,29.85
09.05.2019,H3,28.30
09.05.2019,H4,27.60
09.05.2019,H5,29.21
09.05.2019,H6,35.65
09.05.2019,H7,51.99
09.05.2019,H8,66.13
09.05.2019,H9,73.24
09.05.2019,H10,71.13
09.05.2019,H11,68.44
09.05.2019,H12,68.67
09.05.2019,H13,67.04
09.05.2019,H14,72.92
09.05.2019,H15,69.76
09.05.2019,H16,62.41
09.05.2019,H17,61.45
09.05.2019,H18,63.73
09.05.2019,H19,62.65
09.05.2019,H20,64.94
09.05.2019,H21,68.66
09.05.2019,H22,53.88
09.05.2019,H23,49.07
09.05.2019,H24,43.45
10.05.2019,H1,42.70
10.05.2019,H2,40.41
10.05.2019,H3,38.19
10.05.2019,H4,37.10
10.05.2019,H5,38.57
10.05.2019,H6,46.69
10.05.2019,H7,62.23
10.05.2019,H8,72.80
10.05.2019,H9,73.92
10.05.2019,H10,65.03
10.05.2019,H11,57.29
10.05.2019,H12,50.47
10.05.2019,H13,48.09
10.05.2019,H14,43.65
10.05.2019,H15,44.08
10.05.2019,H16,44.81
10.05.2019,H17,48.18
10.05.2019,H18,49.95
10.05.2019,H19,57.98
10.05.2019,H20,66.09
10.05.2019,H21,72.04
10.05.2019,H22,65.96
10.05.2019,H23,58.93
10.05.2019,H24,53.93
11.05.2019,H1,45.23
11.05.2019,H2,41.43
11.05.2019,H3,39.04
11.05.2019,H4,38.05
11.05.2019,H5,38.06
11.05.2019,H6,37.47
11.05.2019,H7,39.29
11.05.2019,H8,40.76
11.05.2019,H9,43.94
11.05.2019,H10,44.09
11.05.2019,H11,44.69
11.05.2019,H12,42.30
11.05.2019,H13,40.56
11.05.2019,H14,37.61
11.05.2019,H15,36.09
11.05.2019,H16,37.40
11.05.2019,H17,38.42
11.05.2019,H18,37.92
11.05.2019,H19,41.39
11.05.2019,H20,50.79
11.05.2019,H21,60.03
11.05.2019,H22,54.09
11.05.2019,H23,48.11
11.05.2019,H24,37.40
12.05.2019,H1,29.56
12.05.2019,H2,23.23
12.05.2019,H3,20.43
12.05.2019,H4,20.39
12.05.2019,H5,21.08
12.05.2019,H6,17.95
12.05.2019,H7,19.67
12.05.2019,H8,19.75
12.05.2019,H9,23.90
12.05.2019,H10,25.07
12.05.2019,H11,23.43
12.05.2019,H12,24.41
12.05.2019,H13,21.60
12.05.2019,H14,15.76
12.05.2019,H15,15.36
12.05.2019,H16,15.03
12.05.2019,H17,10.09
12.05.2019,H18,18.69
12.05.2019,H19,27.11
12.05.2019,H20,33.45
12.05.2019,H21,39.30
12.05.2019,H22,37.41
12.05.2019,H23,35.12
12.05.2019,H24,32.48
13.05.2019,H1,30.10
13.05.2019,H2,27.29
13.05.2019,H3,25.58
13.05.2019,H4,24.96
13.05.2019,H5,27.04
13.05.2019,H6,33.55
13.05.2019,H7,44.98
13.05.2019,H8,52.54
13.05.2019,H9,51.63
13.05.2019,H10,48.95
13.05.2019,H11,45.03
13.05.2019,H12,42.42
13.05.2019,H13,40.77
13.05.2019,H14,40.77
13.05.2019,H15,38.88
13.05.2019,H16,38.03
13.05.2019,H17,40.20
13.05.2019,H18,42.67
13.05.2019,H19,45.79
13.05.2019,H20,50.05
13.05.2019,H21,56.32
13.05.2019,H22,47.65
13.05.2019,H23,45.48
13.05.2019,H24,39.57
14.05.2019,H1,40.68
14.05.2019,H2,37.38
14.05.2019,H3,35.55
14.05.2019,H4,34.69
14.05.2019,H5,35.31
14.05.2019,H6,38.75
14.05.2019,H7,48.42
14.05.2019,H8,56.79
14.05.2019,H9,54.93
14.05.2019,H10,52.33
14.05.2019,H11,48.13
14.05.2019,H12,47.76
14.05.2019,H13,47.10
14.05.2019,H14,46.02
14.05.2019,H15,45.00
14.05.2019,H16,45.00
14.05.2019,H17,44.43
14.05.2019,H18,40.77
14.05.2019,H19,46.04
14.05.2019,H20,49.66
14.05.2019,H21,51.91
14.05.2019,H22,47.95
14.05.2019,H23,46.77
14.05.2019,H24,41.33
15.05.2019,H1,37.66
15.05.2019,H2,35.55
15.05.2019,H3,34.45
15.05.2019,H4,34.25
15.05.2019,H5,34.73
15.05.2019,H6,38.07
15.05.2019,H7,48.93
15.05.2019,H8,54.96
15.05.2019,H9,56.93
15.05.2019,H10,51.10
15.05.2019,H11,48.10
15.05.2019,H12,52.24
15.05.2019,H13,52.30
15.05.2019,H14,52.00
15.05.2019,H15,48.42
15.05.2019,H16,48.10
15.05.2019,H17,48.52
15.05.2019,H18,48.00
15.05.2019,H19,47.44
15.05.2019,H20,49.26
15.05.2019,H21,60.02
15.05.2019,H22,47.72
15.05.2019,H23,44.87
15.05.2019,H24,40.59
16.05.2019,H1,36.76
16.05.2019,H2,35.32
16.05.2019,H3,34.06
16.05.2019,H4,33.30
16.05.2019,H5,33.44
16.05.2019,H6,36.54
16.05.2019,H7,46.20
16.05.2019,H8,57.59
16.05.2019,H9,62.37
16.05.2019,H10,60.01
16.05.2019,H11,56.90
16.05.2019,H12,55.99
16.05.2019,H13,52.98
16.05.2019,H14,52.29
16.05.2019,H15,50.40
16.05.2019,H16,51.73
16.05.2019,H17,50.09
16.05.2019,H18,50.06
16.05.2019,H19,52.45
16.05.2019,H20,56.70
16.05.2019,H21,63.96
16.05.2019,H22,54.42
16.05.2019,H23,48.09
16.05.2019,H24,46.20
17.05.2019,H1,39.90
17.05.2019,H2,35.50
17.05.2019,H3,33.47
17.05.2019,H4,32.74
17.05.2019,H5,33.37
17.05.2019,H6,38.01
17.05.2019,H7,53.91
17.05.2019,H8,61.92
17.05.2019,H9,62.95
17.05.2019,H10,57.09
17.05.2019,H11,53.97
17.05.2019,H12,51.06
17.05.2019,H13,50.96
17.05.2019,H14,49.60
17.05.2019,H15,50.96
17.05.2019,H16,51.06
17.05.2019,H17,51.82
17.05.2019,H18,51.76
17.05.2019,H19,52.42
17.05.2019,H20,55.08
17.05.2019,H21,61.37
17.05.2019,H22,49.87
17.05.2019,H23,48.10
17.05.2019,H24,42.42
18.05.2019,H1,36.71
18.05.2019,H2,34.57
18.05.2019,H3,33.01
18.05.2019,H4,32.20
18.05.2019,H5,32.50
18.05.2019,H6,32.63
18.05.2019,H7,34.27
18.05.2019,H8,37.82
18.05.2019,H9,40.03
18.05.2019,H10,40.48
18.05.2019,H11,40.47
18.05.2019,H12,38.53
18.05.2019,H13,40.02
18.05.2019,H14,39.12
18.05.2019,H15,38.11
18.05.2019,H16,33.59
18.05.2019,H17,39.91
18.05.2019,H18,40.06
18.05.2019,H19,43.48
18.05.2019,H20,48.02
18.05.2019,H21,54.91
18.05.2019,H22,50.05
18.05.2019,H23,45.41
18.05.2019,H24,40.04
19.05.2019,H1,35.97
19.05.2019,H2,32.65
19.05.2019,H3,31.85
19.05.2019,H4,30.97
19.05.2019,H5,30.69
19.05.2019,H6,29.97
19.05.2019,H7,29.68
19.05.2019,H8,32.01
19.05.2019,H9,33.12
19.05.2019,H10,33.70
19.05.2019,H11,32.62
19.05.2019,H12,32.24
19.05.2019,H13,31.10
19.05.2019,H14,29.19
19.05.2019,H15,27.09
19.05.2019,H16,28.04
19.05.2019,H17,31.40
19.05.2019,H18,35.17
19.05.2019,H19,41.40
19.05.2019,H20,47.03
19.05.2019,H21,52.00
19.05.2019,H22,47.02
19.05.2019,H23,42.86
19.05.2019,H24,38.76
20.05.2019,H1,39.06
20.05.2019,H2,34.97
20.05.2019,H3,33.54
20.05.2019,H4,32.69
20.05.2019,H5,32.95
20.05.2019,H6,36.91
20.05.2019,H7,47.23
20.05.2019,H8,57.68
20.05.2019,H9,60.93
20.05.2019,H10,55.83
20.05.2019,H11,52.01
20.05.2019,H12,50.02
20.05.2019,H13,49.20
20.05.2019,H14,47.25
20.05.2019,H15,46.44
20.05.2019,H16,45.33
20.05.2019,H17,45.99
20.05.2019,H18,46.49
20.05.2019,H19,49.78
20.05.2019,H20,52.78
20.05.2019,H21,54.93
20.05.2019,H22,51.09
20.05.2019,H23,50.94
20.05.2019,H24,45.98
21.05.2019,H1,36.53
21.05.2019,H2,34.65
21.05.2019,H3,33.20
21.05.2019,H4,32.23
21.05.2019,H5,33.25
21.05.2019,H6,36.08
21.05.2019,H7,45.01
21.05.2019,H8,55.68
21.05.2019,H9,57.64
21.05.2019,H10,52.50
21.05.2019,H11,51.72
21.05.2019,H12,49.92
21.05.2019,H13,49.33
21.05.2019,H14,47.67
21.05.2019,H15,48.88
21.05.2019,H16,51.45
21.05.2019,H17,52.00
21.05.2019,H18,51.22
21.05.2019,H19,52.33
21.05.2019,H20,55.67
21.05.2019,H21,67.85
21.05.2019,H22,55.76
21.05.2019,H23,52.50
21.05.2019,H24,44.15
22.05.2019,H1,42.06
22.05.2019,H2,35.25
22.05.2019,H3,31.30
22.05.2019,H4,29.30
22.05.2019,H5,29.87
22.05.2019,H6,32.29
22.05.2019,H7,39.50
22.05.2019,H8,46.21
22.05.2019,H9,52.07
22.05.2019,H10,50.42
22.05.2019,H11,49.17
22.05.2019,H12,46.53
22.05.2019,H13,46.00
22.05.2019,H14,42.01
22.05.2019,H15,39.91
22.05.2019,H16,37.39
22.05.2019,H17,37.86
22.05.2019,H18,40.62
22.05.2019,H19,45.06
22.05.2019,H20,50.71
22.05.2019,H21,57.98
22.05.2019,H22,46.58
22.05.2019,H23,45.55
22.05.2019,H24,42.82
23.05.2019,H1,36.63
23.05.2019,H2,35.84
23.05.2019,H3,34.35
23.05.2019,H4,33.60
23.05.2019,H5,34.20
23.05.2019,H6,36.10
23.05.2019,H7,43.71
23.05.2019,H8,50.69
23.05.2019,H9,51.45
23.05.2019,H10,46.10
23.05.2019,H11,42.90
23.05.2019,H12,40.70
23.05.2019,H13,39.69
23.05.2019,H14,38.19
23.05.2019,H15,38.02
23.05.2019,H16,37.99
23.05.2019,H17,39.63
23.05.2019,H18,44.07
23.05.2019,H19,48.77
23.05.2019,H20,53.45
23.05.2019,H21,56.86
23.05.2019,H22,53.32
23.05.2019,H23,49.51
23.05.2019,H24,44.76
24.05.2019,H1,38.38
24.05.2019,H2,36.10
24.05.2019,H3,34.57
24.05.2019,H4,33.67
24.05.2019,H5,33.95
24.05.2019,H6,36.40
24.05.2019,H7,42.30
24.05.2019,H8,49.92
24.05.2019,H9,51.92
24.05.2019,H10,49.90
24.05.2019,H11,45.98
24.05.2019,H12,44.83
24.05.2019,H13,42.96
24.05.2019,H14,41.99
24.05.2019,H15,41.19
24.05.2019,H16,41.05
24.05.2019,H17,43.93
24.05.2019,H18,42.99
24.05.2019,H19,42.91
24.05.2019,H20,48.49
24.05.2019,H21,55.96
24.05.2019,H22,50.59
24.05.2019,H23,47.03
24.05.2019,H24,43.01
25.05.2019,H1,42.07
25.05.2019,H2,37.47
25.05.2019,H3,36.10
25.05.2019,H4,34.93
25.05.2019,H5,33.51
25.05.2019,H6,33.60
25.05.2019,H7,34.67
25.05.2019,H8,36.28
25.05.2019,H9,38.08
25.05.2019,H10,37.20
25.05.2019,H11,36.62
25.05.2019,H12,36.46
25.05.2019,H13,35.52
25.05.2019,H14,33.37
25.05.2019,H15,32.18
25.05.2019,H16,31.53
25.05.2019,H17,32.75
25.05.2019,H18,33.91
25.05.2019,H19,38.64
25.05.2019,H20,43.10
25.05.2019,H21,45.60
25.05.2019,H22,44.59
25.05.2019,H23,43.93
25.05.2019,H24,39.78
26.05.2019,H1,36.91
26.05.2019,H2,32.48
26.05.2019,H3,30.24
26.05.2019,H4,29.78
26.05.2019,H5,29.15
26.05.2019,H6,25.38
26.05.2019,H7,23.99
26.05.2019,H8,24.21
26.05.2019,H9,24.21
26.05.2019,H10,24.86
26.05.2019,H11,23.02
26.05.2019,H12,20.08
26.05.2019,H13,18.29
26.05.2019,H14,12.39
26.05.2019,H15,13.78
26.05.2019,H16,15.52
26.05.2019,H17,19.06
26.05.2019,H18,23.96
26.05.2019,H19,32.26
26.05.2019,H20,38.93
26.05.2019,H21,45.09
26.05.2019,H22,41.91
26.05.2019,H23,40.13
26.05.2019,H24,35.99
27.05.2019,H1,24.09
27.05.2019,H2,21.99
27.05.2019,H3,19.26
27.05.2019,H4,18.03
27.05.2019,H5,19.92
27.05.2019,H6,24.74
27.05.2019,H7,35.54
27.05.2019,H8,48.99
27.05.2019,H9,52.51
27.05.2019,H10,51.60
27.05.2019,H11,44.98
27.05.2019,H12,44.07
27.05.2019,H13,43.98
27.05.2019,H14,39.28
27.05.2019,H15,36.48
27.05.2019,H16,36.89
27.05.2019,H17,37.08
27.05.2019,H18,39.04
27.05.2019,H19,42.95
27.05.2019,H20,49.14
27.05.2019,H21,52.53
27.05.2019,H22,49.48
27.05.2019,H23,46.05
27.05.2019,H24,41.34
28.05.2019,H1,34.87
28.05.2019,H2,33.40
28.05.2019,H3,31.54
28.05.2019,H4,31.50
28.05.2019,H5,31.60
28.05.2019,H6,34.39
28.05.2019,H7,43.58
28.05.2019,H8,52.00
28.05.2019,H9,53.61
28.05.2019,H10,51.70
28.05.2019,H11,49.03
28.05.2019,H12,48.46
28.05.2019,H13,46.53
28.05.2019,H14,44.20
28.05.2019,H15,41.46
28.05.2019,H16,41.09
28.05.2019,H17,39.94
28.05.2019,H18,40.34
28.05.2019,H19,42.56
28.05.2019,H20,44.82
28.05.2019,H21,46.09
28.05.2019,H22,42.50
28.05.2019,H23,40.17
28.05.2019,H24,36.53
29.05.2019,H1,33.50
29.05.2019,H2,31.53
29.05.2019,H3,29.75
29.05.2019,H4,30.10
29.05.2019,H5,30.01
29.05.2019,H6,32.93
29.05.2019,H7,42.93
29.05.2019,H8,50.13
29.05.2019,H9,54.62
29.05.2019,H10,52.55
29.05.2019,H11,49.67
29.05.2019,H12,48.77
29.05.2019,H13,46.47
29.05.2019,H14,46.62
29.05.2019,H15,48.11
29.05.2019,H16,49.41
29.05.2019,H17,51.90
29.05.2019,H18,48.70
29.05.2019,H19,50.71
29.05.2019,H20,52.52
29.05.2019,H21,54.88
29.05.2019,H22,48.91
29.05.2019,H23,41.60
29.05.2019,H24,37.22
30.05.2019,H1,33.13
30.05.2019,H2,27.96
30.05.2019,H3,22.29
30.05.2019,H4,21.37
30.05.2019,H5,19.23
30.05.2019,H6,17.52
30.05.2019,H7,25.00
30.05.2019,H8,44.96
30.05.2019,H9,52.50
30.05.2019,H10,51.43
30.05.2019,H11,45.91
30.05.2019,H12,45.20
30.05.2019,H13,42.58
30.05.2019,H14,41.11
30.05.2019,H15,42.23
30.05.2019,H16,41.77
30.05.2019,H17,44.02
30.05.2019,H18,41.25
30.05.2019,H19,41.57
30.05.2019,H20,47.36
30.05.2019,H21,52.50
30.05.2019,H22,44.00
30.05.2019,H23,37.75
30.05.2019,H24,32.83
31.05.2019,H1,32.88
31.05.2019,H2,29.02
31.05.2019,H3,27.17
31.05.2019,H4,26.42
31.05.2019,H5,26.99
31.05.2019,H6,29.20
31.05.2019,H7,37.08
31.05.2019,H8,50.98
31.05.2019,H9,54.07
31.05.2019,H10,53.01
31.05.2019,H11,48.93
31.05.2019,H12,47.00
31.05.2019,H13,46.53
31.05.2019,H14,44.00
31.05.2019,H15,42.07
31.05.2019,H16,42.00
31.05.2019,H17,42.02
31.05.2019,H18,42.78
31.05.2019,H19,44.53
31.05.2019,H20,48.09
31.05.2019,H21,53.42
31.05.2019,H22,47.51
31.05.2019,H23,42.30
31.05.2019,H24,37.70
01.06.2019,H1,36.92
01.06.2019,H2,32.50
01.06.2019,H3,29.30
01.06.2019,H4,28.30
01.06.2019,H5,26.27
01.06.2019,H6,24.66
01.06.2019,H7,26.01
01.06.2019,H8,29.62
01.06.2019,H9,31.78
01.06.2019,H10,30.96
01.06.2019,H11,29.20
01.06.2019,H12,26.95
01.06.2019,H13,25.46
01.06.2019,H14,23.69
01.06.2019,H15,22.14
01.06.2019,H16,23.93
01.06.2019,H17,26.93
01.06.2019,H18,31.15
01.06.2019,H19,37.04
01.06.2019,H20,40.90
01.06.2019,H21,44.98
01.06.2019,H22,43.56
01.06.2019,H23,39.55
01.06.2019,H24,34.83
02.06.2019,H1,27.97
02.06.2019,H2,24.53
02.06.2019,H3,21.70
02.06.2019,H4,19.55
02.06.2019,H5,15.00
02.06.2019,H6,10.20
02.06.2019,H7,11.97
02.06.2019,H8,15.00
02.06.2019,H9,18.32
02.06.2019,H10,19.73
02.06.2019,H11,18.32
02.06.2019,H12,18.12
02.06.2019,H13,14.15
02.06.2019,H14,10.11
02.06.2019,H15,10.11
02.06.2019,H16,10.53
02.06.2019,H17,16.43
02.06.2019,H18,26.22
02.06.2019,H19,31.92
02.06.2019,H20,37.93
02.06.2019,H21,41.53
02.06.2019,H22,38.18
02.06.2019,H23,32.75
02.06.2019,H24,27.90
03.06.2019,H1,21.11
03.06.2019,H2,16.40
03.06.2019,H3,15.49
03.06.2019,H4,15.63
03.06.2019,H5,19.59
03.06.2019,H6,25.03
03.06.2019,H7,36.17
03.06.2019,H8,44.20
03.06.2019,H9,43.86
03.06.2019,H10,41.59
03.06.2019,H11,39.85
03.06.2019,H12,40.01
03.06.2019,H13,40.94
03.06.2019,H14,40.34
03.06.2019,H15,40.01
03.06.2019,H16,39.86
03.06.2019,H17,40.44
03.06.2019,H18,42.97
03.06.2019,H19,47.56
03.06.2019,H20,51.48
03.06.2019,H21,56.54
03.06.2019,H22,51.07
03.06.2019,H23,44.43
03.06.2019,H24,38.48
04.06.2019,H1,35.80
04.06.2019,H2,34.34
04.06.2019,H3,32.98
04.06.2019,H4,31.40
04.06.2019,H5,31.19
04.06.2019,H6,33.59
04.06.2019,H7,44.40
04.06.2019,H8,53.30
04.06.2019,H9,52.83
04.06.2019,H10,48.76
04.06.2019,H11,44.16
04.06.2019,H12,42.35
04.06.2019,H13,41.59
04.06.2019,H14,40.61
04.06.2019,H15,39.52
04.06.2019,H16,39.38
04.06.2019,H17,39.38
04.06.2019,H18,43.80
04.06.2019,H19,47.35
04.06.2019,H20,50.21
04.06.2019,H21,54.77
04.06.2019,H22,48.78
04.06.2019,H23,37.27
04.06.2019,H24,30.93
05.06.2019,H1,27.02
05.06.2019,H2,25.70
05.06.2019,H3,23.81
05.06.2019,H4,23.01
05.06.2019,H5,24.05
05.06.2019,H6,27.05
05.06.2019,H7,38.08
05.06.2019,H8,47.93
05.06.2019,H9,52.08
05.06.2019,H10,53.65
05.06.2019,H11,48.02
05.06.2019,H12,46.01
05.06.2019,H13,41.59
05.06.2019,H14,37.00
05.06.2019,H15,34.44
05.06.2019,H16,34.51
05.06.2019,H17,35.70
05.06.2019,H18,41.37
05.06.2019,H19,44.97
05.06.2019,H20,47.81
05.06.2019,H21,48.97
05.06.2019,H22,43.69
05.06.2019,H23,37.06
05.06.2019,H24,31.26
06.06.2019,H1,28.92
06.06.2019,H2,25.44
06.06.2019,H3,24.00
06.06.2019,H4,22.97
06.06.2019,H5,22.51
06.06.2019,H6,25.29
06.06.2019,H7,34.65
06.06.2019,H8,43.90
06.06.2019,H9,49.96
06.06.2019,H10,49.29
06.06.2019,H11,44.32
06.06.2019,H12,49.40
06.06.2019,H13,47.79
06.06.2019,H14,46.91
06.06.2019,H15,47.17
06.06.2019,H16,42.97
06.06.2019,H17,42.02
06.06.2019,H18,41.09
06.06.2019,H19,44.82
06.06.2019,H20,50.61
06.06.2019,H21,53.53
06.06.2019,H22,48.47
06.06.2019,H23,44.00
06.06.2019,H24,38.25
07.06.2019,H1,36.87
07.06.2019,H2,33.06
07.06.2019,H3,31.01
07.06.2019,H4,31.40
07.06.2019,H5,31.48
07.06.2019,H6,34.02
07.06.2019,H7,43.80
07.06.2019,H8,55.11
07.06.2019,H9,63.87
07.06.2019,H10,55.08
07.06.2019,H11,49.08
07.06.2019,H12,47.06
07.06.2019,H13,44.97
07.06.2019,H14,44.39
07.06.2019,H15,44.08
07.06.2019,H16,44.24
07.06.2019,H17,46.98
07.06.2019,H18,44.75
07.06.2019,H19,50.05
07.06.2019,H20,51.98
07.06.2019,H21,55.39
07.06.2019,H22,51.72
07.06.2019,H23,36.93
07.06.2019,H24,30.22
08.06.2019,H1,44.96
08.06.2019,H2,36.03
08.06.2019,H3,20.56
08.06.2019,H4,11.06
08.06.2019,H5,10.17
08.06.2019,H6,10.60
08.06.2019,H7,19.88
08.06.2019,H8,29.46
08.06.2019,H9,36.84
08.06.2019,H10,36.73
08.06.2019,H11,35.40
08.06.2019,H12,31.16
08.06.2019,H13,31.16
08.06.2019,H14,27.69
08.06.2019,H15,20.56
08.06.2019,H16,27.57
08.06.2019,H17,29.02
08.06.2019,H18,31.16
08.06.2019,H19,35.44
08.06.2019,H20,40.27
08.06.2019,H21,51.91
08.06.2019,H22,53.53
08.06.2019,H23,41.29
08.06.2019,H24,32.57
09.06.2019,H1,23.51
09.06.2019,H2,20.64
09.06.2019,H3,18.00
09.06.2019,H4,12.24
09.06.2019,H5,11.01
09.06.2019,H6,12.47
09.06.2019,H7,13.90
09.06.2019,H8,19.61
09.06.2019,H9,23.84
09.06.2019,H10,20.99
09.06.2019,H11,20.42
09.06.2019,H12,22.01
09.06.2019,H13,19.72
09.06.2019,H14,14.70
09.06.2019,H15,13.94
09.06.2019,H16,22.09
09.06.2019,H17,26.05
09.06.2019,H18,30.19
09.06.2019,H19,37.99
09.06.2019,H20,43.80
09.06.2019,H21,45.06
09.06.2019,H22,42.95
09.06.2019,H23,41.58
09.06.2019,H24,36.15
10.06.2019,H1,26.59
10.06.2019,H2,25.28
10.06.2019,H3,23.30
10.06.2019,H4,21.81
10.06.2019,H5,21.00
10.06.2019,H6,21.84
10.06.2019,H7,25.55
10.06.2019,H8,30.02
10.06.2019,H9,30.70
10.06.2019,H10,30.50
10.06.2019,H11,28.24
10.06.2019,H12,29.49
10.06.2019,H13,30.19
10.06.2019,H14,28.64
10.06.2019,H15,26.13
10.06.2019,H16,27.00
10.06.2019,H17,27.65
10.06.2019,H18,31.41
10.06.2019,H19,34.92
10.06.2019,H20,38.13
10.06.2019,H21,40.31
10.06.2019,H22,38.93
10.06.2019,H23,36.89
10.06.2019,H24,32.31
11.06.2019,H1,33.51
11.06.2019,H2,32.05
11.06.2019,H3,29.23
11.06.2019,H4,28.79
11.06.2019,H5,29.07
11.06.2019,H6,31.81
11.06.2019,H7,41.60
11.06.2019,H8,51.34
11.06.2019,H9,55.27
11.06.2019,H10,53.32
11.06.2019,H11,49.00
11.06.2019,H12,49.96
11.06.2019,H13,47.51
11.06.2019,H14,47.64
11.06.2019,H15,49.70
11.06.2019,H16,51.94
11.06.2019,H17,52.50
11.06.2019,H18,50.55
11.06.2019,H19,53.02
11.06.2019,H20,56.79
11.06.2019,H21,55.60
11.06.2019,H22,51.91
11.06.2019,H23,47.54
11.06.2019,H24,41.90
12.06.2019,H1,38.93
12.06.2019,H2,35.82
12.06.2019,H3,33.98
12.06.2019,H4,32.57
12.06.2019,H5,32.05
12.06.2019,H6,34.96
12.06.2019,H7,49.30
12.06.2019,H8,58.94
12.06.2019,H9,61.33
12.06.2019,H10,56.39
12.06.2019,H11,52.32
12.06.2019,H12,52.08
12.06.2019,H13,51.40
12.06.2019,H14,49.94
12.06.2019,H15,51.13
12.06.2019,H16,56.88
12.06.2019,H17,58.64
12.06.2019,H18,56.96
12.06.2019,H19,53.54
12.06.2019,H20,55.60
12.06.2019,H21,55.54
12.06.2019,H22,52.06
12.06.2019,H23,47.12
12.06.2019,H24,38.05
13.06.2019,H1,34.22
13.06.2019,H2,31.30
13.06.2019,H3,29.52
13.06.2019,H4,28.60
13.06.2019,H5,28.16
13.06.2019,H6,30.34
13.06.2019,H7,39.93
13.06.2019,H8,49.06
13.06.2019,H9,52.30
13.06.2019,H10,53.05
13.06.2019,H11,52.92
13.06.2019,H12,52.02
13.06.2019,H13,49.37
13.06.2019,H14,48.00
13.06.2019,H15,49.72
13.06.2019,H16,53.09
13.06.2019,H17,52.94
13.06.2019,H18,52.30
13.06.2019,H19,53.38
13.06.2019,H20,56.40
13.06.2019,H21,57.87
13.06.2019,H22,55.31
13.06.2019,H23,48.52
13.06.2019,H24,40.59
14.06.2019,H1,34.33
14.06.2019,H2,31.55
14.06.2019,H3,29.35
14.06.2019,H4,28.56
14.06.2019,H5,28.51
14.06.2019,H6,30.84
14.06.2019,H7,40.53
14.06.2019,H8,50.17
14.06.2019,H9,53.60
14.06.2019,H10,48.52
14.06.2019,H11,46.45
14.06.2019,H12,48.00
14.06.2019,H13,46.99
14.06.2019,H14,46.24
14.06.2019,H15,46.27
14.06.2019,H16,44.10
14.06.2019,H17,48.93
14.06.2019,H18,53.17
14.06.2019,H19,54.93
14.06.2019,H20,58.02
14.06.2019,H21,58.28
14.06.2019,H22,56.74
14.06.2019,H23,47.77
14.06.2019,H24,37.23
15.06.2019,H1,34.43
15.06.2019,H2,30.10
15.06.2019,H3,27.10
15.06.2019,H4,25.49
15.06.2019,H5,24.67
15.06.2019,H6,23.17
15.06.2019,H7,24.62
15.06.2019,H8,30.05
15.06.2019,H9,35.08
15.06.2019,H10,40.23
15.06.2019,H11,43.58
15.06.2019,H12,41.64
15.06.2019,H13,39.62
15.06.2019,H14,37.61
15.06.2019,H15,36.34
15.06.2019,H16,38.51
15.06.2019,H17,42.17
15.06.2019,H18,42.08
15.06.2019,H19,43.55
15.06.2019,H20,41.71
15.06.2019,H21,50.08
15.06.2019,H22,52.94
15.06.2019,H23,42.78
15.06.2019,H24,35.22
16.06.2019,H1,30.43
16.06.2019,H2,26.61
16.06.2019,H3,23.91
16.06.2019,H4,22.90
16.06.2019,H5,22.99
16.06.2019,H6,21.80
16.06.2019,H7,21.70
16.06.2019,H8,23.95
16.06.2019,H9,28.10
16.06.2019,H10,28.65
